"AIRCRAFT","CALLSIGN","DESTINATIONAIRPORT","ICAO24","ID","LASTOBSERVATION","ORIGINAIRPORT","ORIGINCOUNTRY","SPOTTEDDATE","SPOTTEDPL","UUID"
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","588","2022-05-18 01:32:18.407","CYYZ","Germany","2022-05-18 01:32:18.407","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","589","2022-05-18 01:57:17.631","KLAX","Germany","2022-05-18 01:57:17.631","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b26","590","2022-05-18 01:57:17.631","KIAH","Germany","2022-05-18 01:57:17.631","false",""
"reg: D-ABYI, hex: 3C4B29, airline: Lufthansa, model: B747-830","DLH431  ","EDDF","3c4b29","591","2022-05-18 01:57:17.631","KORD","Germany","2022-05-18 01:57:17.631","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","592","2022-05-18 01:57:17.634","CYYZ","Germany","2022-05-18 01:57:17.634","false",""
"reg: D-ABTK, hex: 3C4A8B, airline: Lufthansa, model: B747-430","DLH423  ","EDDF","3c4a8b","593","2022-05-18 01:57:17.635","KBOS","Germany","2022-05-18 01:57:17.635","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b26","594","2022-05-18 02:00:14.466","KIAH","Germany","2022-05-18 02:00:14.466","false",""
"reg: D-ABYI, hex: 3C4B29, airline: Lufthansa, model: B747-830","DLH431  ","EDDF","3c4b29","595","2022-05-18 02:00:14.466","KORD","Germany","2022-05-18 02:00:14.466","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","596","2022-05-18 02:00:14.468","CYYZ","Germany","2022-05-18 02:00:14.468","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH419  ","EDDF","3c4b2a","597","2022-05-18 02:01:28.29","KIAD","Germany","2022-05-18 02:01:28.29","false",""
"reg: D-ABVW, hex: 3C4AD7, airline: Lufthansa, model: B747-430","DLH755  ","EDDF","3c4ad7","598","2022-05-18 02:06:55.386","VOBL","Germany","2022-05-18 02:06:55.386","false",""
"reg: D-ABYR, hex: 3C4B32, airline: Lufthansa, model: B747-230B","DLH403  ","EDDF","3c4b32","599","2022-05-18 02:09:07.832","KEWR","Germany","2022-05-18 02:09:07.832","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH455  ","EDDF","3c4b28","600","2022-05-18 02:12:26.474","KSFO","Germany","2022-05-18 02:12:26.474","false",""
"reg: D-ABVW, hex: 3C4AD7, airline: Lufthansa, model: B747-430","DLH755  ","EDDF","3c4ad7","601","2022-05-18 02:15:10.761","VOBL","Germany","2022-05-18 02:15:10.761","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","602","2022-05-18 02:17:24.5","KLAX","Germany","2022-05-18 02:17:24.5","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b26","603","2022-05-18 02:30:19.58","KIAH","Germany","2022-05-18 02:30:19.58","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH455  ","EDDF","3c4b28","604","2022-05-18 02:32:31.499","KSFO","Germany","2022-05-18 02:32:31.499","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH455  ","EDDF","3c4b28","605","2022-05-18 02:40:02.956","KSFO","Germany","2022-05-18 02:40:02.956","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","606","2022-05-18 02:41:53.889","KLAX","Germany","2022-05-18 02:41:53.889","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b26","607","2022-05-18 02:41:53.889","KIAH","Germany","2022-05-18 02:41:53.889","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH455  ","EDDF","3c4b28","608","2022-05-18 02:41:53.889","KSFO","Germany","2022-05-18 02:41:53.889","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH419  ","EDDF","3c4b2a","609","2022-05-18 02:41:53.889","KIAD","Germany","2022-05-18 02:41:53.889","false",""
"reg: D-ABVW, hex: 3C4AD7, airline: Lufthansa, model: B747-430","DLH755  ","EDDF","3c4ad7","610","2022-05-18 02:41:53.894","VOBL","Germany","2022-05-18 02:41:53.894","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","611","2022-05-18 02:41:53.894","CYYZ","Germany","2022-05-18 02:41:53.894","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","612","2022-05-18 02:46:37.909","KLAX","Germany","2022-05-18 02:46:37.909","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b26","613","2022-05-18 02:46:37.909","KIAH","Germany","2022-05-18 02:46:37.909","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH455  ","EDDF","3c4b28","614","2022-05-18 02:46:37.909","KSFO","Germany","2022-05-18 02:46:37.909","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH419  ","EDDF","3c4b2a","615","2022-05-18 02:46:37.909","KIAD","Germany","2022-05-18 02:46:37.909","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","616","2022-05-18 02:46:37.912","CYYZ","Germany","2022-05-18 02:46:37.912","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","617","2022-05-18 02:53:36.05","KLAX","Germany","2022-05-18 02:53:36.05","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b26","618","2022-05-18 02:53:36.05","KIAH","Germany","2022-05-18 02:53:36.05","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH455  ","EDDF","3c4b28","619","2022-05-18 02:53:36.05","KSFO","Germany","2022-05-18 02:53:36.05","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH419  ","EDDF","3c4b2a","620","2022-05-18 02:53:36.05","KIAD","Germany","2022-05-18 02:53:36.05","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","621","2022-05-18 02:53:36.052","CYYZ","Germany","2022-05-18 02:53:36.052","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","622","2022-05-18 02:55:05.503","KLAX","Germany","2022-05-18 02:55:05.503","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","624","2022-05-18 02:56:25.116","KLAX","Germany","2022-05-18 02:56:25.116","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","626","2022-05-18 02:57:44.761","KLAX","Germany","2022-05-18 02:57:44.761","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","628","2022-05-18 02:59:04.212","KLAX","Germany","2022-05-18 02:59:04.212","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","630","2022-05-18 03:00:22.851","KLAX","Germany","2022-05-18 03:00:22.851","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","633","2022-05-18 03:03:52.13","KLAX","Germany","2022-05-18 03:03:52.13","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","635","2022-05-18 03:04:50.742","KLAX","Germany","2022-05-18 03:04:50.742","false",""
"reg: D-ABYS, hex: 3C4B33, airline: Lufthansa, model: B747-830","DLH712  ","RKSI","3c4b33","636","2022-05-18 03:04:50.742","EDDF","Germany","2022-05-18 03:04:50.742","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH419  ","EDDF","3c4b2a","637","2022-05-18 03:04:50.743","KIAD","Germany","2022-05-18 03:04:50.743","false",""
"reg: D-ABVW, hex: 3C4AD7, airline: Lufthansa, model: B747-430","DLH755  ","EDDF","3c4ad7","638","2022-05-18 03:04:50.743","VOBL","Germany","2022-05-18 03:04:50.743","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","639","2022-05-18 03:04:50.743","CYYZ","Germany","2022-05-18 03:04:50.743","false",""
"reg: D-ABVX, hex: 3C4AD8, airline: Lufthansa, model: B747-430","DLH757  ","EDDF","3c4ad8","640","2022-05-18 03:06:09.781","VABB","Germany","2022-05-18 03:06:09.781","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","641","2022-05-18 03:07:55.322","KLAX","Germany","2022-05-18 03:07:55.322","false",""
"reg: D-ABYS, hex: 3C4B33, airline: Lufthansa, model: B747-830","DLH712  ","RKSI","3c4b33","642","2022-05-18 03:07:55.322","EDDF","Germany","2022-05-18 03:07:55.322","false",""
"reg: D-ABVX, hex: 3C4AD8, airline: Lufthansa, model: B747-430","DLH757  ","EDDF","3c4ad8","643","2022-05-18 03:07:55.327","VABB","Germany","2022-05-18 03:07:55.327","false",""
"reg: D-ABVW, hex: 3C4AD7, airline: Lufthansa, model: B747-430","DLH755  ","EDDF","3c4ad7","644","2022-05-18 03:07:55.327","VOBL","Germany","2022-05-18 03:07:55.327","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","645","2022-05-18 03:07:55.327","CYYZ","Germany","2022-05-18 03:07:55.327","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b34","646","2022-05-18 03:19:47.71","KLAX","Germany","2022-05-18 03:19:47.71","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH419  ","EDDF","3c4b2a","647","2022-05-18 03:19:47.71","KIAD","Germany","2022-05-18 03:19:47.71","false",""
"reg: D-ABVW, hex: 3C4AD7, airline: Lufthansa, model: B747-430","DLH755  ","EDDF","3c4ad7","648","2022-05-18 03:19:47.711","VOBL","Germany","2022-05-18 03:19:47.711","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","649","2022-05-18 03:19:47.711","CYYZ","Germany","2022-05-18 03:19:47.711","false",""
"reg: D-ABVX, hex: 3C4AD8, airline: Lufthansa, model: B747-430","DLH757  ","EDDF","3c4ad8","650","2022-05-18 03:21:01.843","VABB","Germany","2022-05-18 03:21:01.843","false",""
"reg: D-ABYQ, hex: 3C4B31, airline: Lufthansa, model: B747-830","DLH440  ","KIAH","3c4b31","651","2022-05-18 11:27:41.378","EDDF","Germany","2022-05-18 11:27:41.378","false",""
"reg: D-ABYG, hex: 3C4B27, airline: Lufthansa, model: B747-830","DLH462  ","KMIA","3c4b27","652","2022-05-18 11:27:41.378","EDDF","Germany","2022-05-18 11:27:41.378","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH430  ","KORD","3c4b26","653","2022-05-18 11:27:41.378","EDDF","Germany","2022-05-18 11:27:41.378","false",""
"reg: D-ABYD, hex: 3C4B24, airline: Lufthansa, model: B747-830","DLH456  ","KLAX","3c4b24","654","2022-05-18 11:27:41.378","EDDF","Germany","2022-05-18 11:27:41.378","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH455  ","EDDF","3c4b28","655","2022-05-18 11:27:41.378","KSFO","Germany","2022-05-18 11:27:41.378","false",""
"reg: D-ABYM, hex: 3C4B2D, airline: Lufthansa, model: B747-830","DLH454  ","KSFO","3c4b2d","656","2022-05-18 11:27:41.378","EDDF","Germany","2022-05-18 11:27:41.378","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH400  ","KJFK","3c4b2a","657","2022-05-18 11:38:06.984","EDDF","Germany","2022-05-18 11:38:06.984","false",""
"reg: D-ABYQ, hex: 3C4B31, airline: Lufthansa, model: B747-830","DLH440  ","KIAH","3c4b31","658","2022-05-18 12:23:32.402","EDDF","Germany","2022-05-18 12:23:32.402","false",""
"reg: D-ABYG, hex: 3C4B27, airline: Lufthansa, model: B747-830","DLH462  ","KMIA","3c4b27","659","2022-05-18 12:23:32.402","EDDF","Germany","2022-05-18 12:23:32.402","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH430  ","KORD","3c4b26","660","2022-05-18 12:23:32.402","EDDF","Germany","2022-05-18 12:23:32.402","false",""
"reg: D-ABYD, hex: 3C4B24, airline: Lufthansa, model: B747-830","DLH456  ","KLAX","3c4b24","661","2022-05-18 12:23:32.402","EDDF","Germany","2022-05-18 12:23:32.402","false",""
"reg: D-ABYM, hex: 3C4B2D, airline: Lufthansa, model: B747-830","DLH454  ","KSFO","3c4b2d","662","2022-05-18 12:23:32.402","EDDF","Germany","2022-05-18 12:23:32.402","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH400  ","KJFK","3c4b2a","663","2022-05-18 12:23:32.403","EDDF","Germany","2022-05-18 12:23:32.403","false",""
"reg: D-ABYO, hex: 3C4B2F, airline: Lufthansa, model: B747-830","DLH499  ","EDDF","3c4b2f","664","2022-05-18 13:31:36.913","MMMX","Germany","2022-05-18 13:31:36.913","false",""
"reg: D-ABYC, hex: 3C4B23, airline: Lufthansa, model: B747-830","DLH418  ","KIAD","3c4b23","665","2022-05-18 13:53:37.815","EDDF","Germany","2022-05-18 13:53:37.815","false",""
"reg: D-ABYO, hex: 3C4B2F, airline: Lufthansa, model: B747-830","DLH499  ","EDDF","3c4b2f","666","2022-05-18 13:56:44.63","MMMX","Germany","2022-05-18 13:56:44.63","false",""
"reg: D-ABYC, hex: 3C4B23, airline: Lufthansa, model: B747-830","DLH418  ","KIAD","3c4b23","667","2022-05-18 13:56:44.631","EDDF","Germany","2022-05-18 13:56:44.631","false",""
"reg: D-ABVY, hex: 3C4AD9, airline: Lufthansa, model: B747-430","DLH754  ","VOBL","3c4ad9","668","2022-05-18 14:00:03.574","EDDF","Germany","2022-05-18 14:00:03.574","false",""
"reg: D-ABYL, hex: 3C4B2C, airline: Lufthansa, model: B747-830","DLH760  ","VIDP","3c4b2c","669","2022-05-18 14:06:10.744","EDDF","Germany","2022-05-18 14:06:10.744","false",""
"reg: D-ABYU, hex: 3C4B35, airline: Lufthansa, model: B747-830","DLH498  ","MMMX","3c4b35","670","2022-05-18 14:17:58.961","EDDF","Germany","2022-05-18 14:17:58.961","false",""
"reg: D-ABVW, hex: 3C4AD7, airline: Lufthansa, model: B747-430","DLH756  ","VABB","3c4ad7","671","2022-05-18 14:17:58.961","EDDF","Germany","2022-05-18 14:17:58.961","false",""
"reg: D-ABTK, hex: 3C4A8B, airline: Lufthansa, model: B747-430","DLH464  ","KMCO","3c4a8b","672","2022-05-18 14:17:58.961","EDDF","Germany","2022-05-18 14:17:58.961","false",""
"reg: D-ABTL, hex: 3C4A8C, airline: Lufthansa, model: B747-430","DLH492  ","CYVR","3c4a8c","673","2022-05-18 14:21:28.094","EDDF","Germany","2022-05-18 14:21:28.094","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH422  ","KBOS","3c4b28","674","2022-05-18 14:27:37.206","EDDF","Germany","2022-05-18 14:27:37.206","false",""
"reg: D-ABYS, hex: 3C4B33, airline: Lufthansa, model: B747-830","DLH713  ","EDDF","3c4b33","675","2022-05-18 14:36:48.929","RKSI","Germany","2022-05-18 14:36:48.929","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH470  ","CYYZ","3c4acd","676","2022-05-18 14:58:11.199","EDDF","Germany","2022-05-18 14:58:11.199","false",""
"reg: D-ABYS, hex: 3C4B33, airline: Lufthansa, model: B747-830","DLH713  ","EDDF","3c4b33","677","2022-05-18 15:47:20.945","RKSI","Germany","2022-05-18 15:47:20.945","false",""
"reg: D-ABVX, hex: 3C4AD8, airline: Lufthansa, model: B747-430","DLH720  ","ZBAA","3c4ad8","678","2022-05-18 17:06:48.383","EDDF","Germany","2022-05-18 17:06:48.383","false",""
"reg: D-ABYG, hex: 3C4B27, airline: Lufthansa, model: B747-830","DLH462  ","KMIA","3c4b27","679","2022-05-18 17:10:30.709","EDDF","Germany","2022-05-18 17:10:30.709","false",""
"reg: D-ABYQ, hex: 3C4B31, airline: Lufthansa, model: B747-830","DLH440  ","KIAH","3c4b31","680","2022-05-18 17:13:37.131","EDDF","Germany","2022-05-18 17:13:37.131","false",""
"reg: D-ABYJ, hex: 3C4B2A, airline: Lufthansa, model: B747-830","DLH400  ","KJFK","3c4b2a","681","2022-05-18 17:42:52.395","EDDF","Germany","2022-05-18 17:42:52.395","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH430  ","KORD","3c4b26","682","2022-05-18 18:17:45.67","EDDF","Germany","2022-05-18 18:17:45.67","false",""
"reg: D-ABYM, hex: 3C4B2D, airline: Lufthansa, model: B747-830","DLH454  ","KSFO","3c4b2d","683","2022-05-18 18:35:15.058","EDDF","Germany","2022-05-18 18:35:15.058","false",""
"reg: D-ABYD, hex: 3C4B24, airline: Lufthansa, model: B747-830","DLH456  ","KLAX","3c4b24","684","2022-05-18 21:33:56.088","EDDF","Germany","2022-05-18 21:33:56.088","false",""
"reg: D-ABYI, hex: 3C4B29, airline: Lufthansa, model: B747-830","DLH728  ","ZSPD","3c4b29","685","2022-05-18 21:33:56.088","EDDF","Germany","2022-05-18 21:33:56.088","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH422  ","KBOS","3c4b28","686","2022-05-18 21:33:56.088","EDDF","Germany","2022-05-18 21:33:56.088","false",""
"reg: D-ABYU, hex: 3C4B35, airline: Lufthansa, model: B747-830","DLH498  ","MMMX","3c4b35","687","2022-05-18 21:33:56.088","EDDF","Germany","2022-05-18 21:33:56.088","false",""
"reg: D-ABYL, hex: 3C4B2C, airline: Lufthansa, model: B747-830","DLH760  ","VIDP","3c4b2c","688","2022-05-18 21:33:56.088","EDDF","Germany","2022-05-18 21:33:56.088","false",""
"reg: D-ABVY, hex: 3C4AD9, airline: Lufthansa, model: B747-430","DLH754  ","VOBL","3c4ad9","689","2022-05-18 21:33:56.089","EDDF","Germany","2022-05-18 21:33:56.089","false",""
"reg: D-ABTK, hex: 3C4A8B, airline: Lufthansa, model: B747-430","DLH464  ","KMCO","3c4a8b","690","2022-05-18 21:33:56.089","EDDF","Germany","2022-05-18 21:33:56.089","false",""
"reg: D-ABYC, hex: 3C4B23, airline: Lufthansa, model: B747-830","DLH418  ","KIAD","3c4b23","691","2022-05-18 21:33:56.089","EDDF","Germany","2022-05-18 21:33:56.089","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH470  ","CYYZ","3c4acd","692","2022-05-18 21:44:33.838","EDDF","Germany","2022-05-18 21:44:33.838","false",""
"reg: D-ABYQ, hex: 3C4B31, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b31","693","2022-05-19 02:12:22.643","KIAH","Germany","2022-05-19 02:12:22.643","false",""
"reg: D-ABYD, hex: 3C4B24, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b24","694","2022-05-19 02:12:22.643","KLAX","Germany","2022-05-19 02:12:22.643","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","695","2022-05-19 02:12:22.647","CYYZ","Germany","2022-05-19 02:12:22.647","false",""
"reg: D-ABYC, hex: 3C4B23, airline: Lufthansa, model: B747-830","DLH419  ","EDDF","3c4b23","696","2022-05-19 02:12:22.648","KIAD","Germany","2022-05-19 02:12:22.648","false",""
"reg: D-ABYQ, hex: 3C4B31, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b31","697","2022-05-19 02:23:14.377","KIAH","Germany","2022-05-19 02:23:14.377","false",""
"reg: D-ABYD, hex: 3C4B24, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b24","698","2022-05-19 02:23:14.377","KLAX","Germany","2022-05-19 02:23:14.377","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","699","2022-05-19 02:23:14.379","CYYZ","Germany","2022-05-19 02:23:14.379","false",""
"reg: D-ABYC, hex: 3C4B23, airline: Lufthansa, model: B747-830","DLH419  ","EDDF","3c4b23","700","2022-05-19 02:23:14.384","KIAD","Germany","2022-05-19 02:23:14.384","false",""
"reg: D-ABYQ, hex: 3C4B31, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b31","701","2022-05-19 02:25:00.075","KIAH","Germany","2022-05-19 02:25:00.075","false",""
"reg: D-ABYD, hex: 3C4B24, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b24","702","2022-05-19 02:25:00.075","KLAX","Germany","2022-05-19 02:25:00.075","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","703","2022-05-19 02:25:00.076","CYYZ","Germany","2022-05-19 02:25:00.076","false",""
"reg: D-ABTL, hex: 3C4A8C, airline: Lufthansa, model: B747-430","DLH493  ","EDDF","3c4a8c","704","2022-05-19 02:31:11.723","CYVR","Germany","2022-05-19 02:31:11.723","false",""
"reg: D-ABYQ, hex: 3C4B31, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b31","705","2022-05-19 02:37:20.002","KIAH","Germany","2022-05-19 02:37:20.002","false",""
"reg: D-ABYM, hex: 3C4B2D, airline: Lufthansa, model: B747-830","DLH455  ","EDDF","3c4b2d","706","2022-05-19 02:37:20.002","KSFO","Germany","2022-05-19 02:37:20.002","false",""
"reg: D-ABYQ, hex: 3C4B31, airline: Lufthansa, model: B747-830","DLH441  ","EDDF","3c4b31","707","2022-05-19 02:45:11.464","KIAH","Germany","2022-05-19 02:45:11.464","false",""
"reg: D-ABYM, hex: 3C4B2D, airline: Lufthansa, model: B747-830","DLH455  ","EDDF","3c4b2d","708","2022-05-19 02:45:11.464","KSFO","Germany","2022-05-19 02:45:11.464","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","709","2022-05-19 02:45:11.464","CYYZ","Germany","2022-05-19 02:45:11.464","false",""
"reg: D-ABTL, hex: 3C4A8C, airline: Lufthansa, model: B747-430","DLH493  ","EDDF","3c4a8c","710","2022-05-19 02:45:11.467","CYVR","Germany","2022-05-19 02:45:11.467","false",""
"reg: D-ABTK, hex: 3C4A8B, airline: Lufthansa, model: B747-430","DLH465  ","EDDF","3c4a8b","711","2022-05-19 02:54:28.574","KMCO","Germany","2022-05-19 02:54:28.574","false",""
"reg: D-ABYT, hex: 3C4B34, airline: Lufthansa, model: B747-830","DLH418  ","KIAD","3c4b34","712","2022-05-19 21:21:01.675","EDDF","Germany","2022-05-19 21:21:01.675","false",""
"reg: D-ABYG, hex: 3C4B27, airline: Lufthansa, model: B747-830","DLH456  ","KLAX","3c4b27","713","2022-05-19 21:21:01.676","EDDF","Germany","2022-05-19 21:21:01.676","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH498  ","MMMX","3c4b28","714","2022-05-19 21:21:01.676","EDDF","Germany","2022-05-19 21:21:01.676","false",""
"reg: D-ABYM, hex: 3C4B2D, airline: Lufthansa, model: B747-830","DLH760  ","VIDP","3c4b2d","715","2022-05-19 21:21:01.676","EDDF","Germany","2022-05-19 21:21:01.676","false",""
"reg: D-ABYL, hex: 3C4B2C, airline: Lufthansa, model: B747-830","DLH454  ","KSFO","3c4b2c","716","2022-05-19 21:21:01.677","EDDF","Germany","2022-05-19 21:21:01.677","false",""
"reg: D-ABYK, hex: 3C4B2B, airline: Lufthansa, model: B747-830","DLH402  ","KEWR","3c4b2b","717","2022-05-19 21:21:01.677","EDDF","Germany","2022-05-19 21:21:01.677","false",""
"reg: D-ABVY, hex: 3C4AD9, airline: Lufthansa, model: B747-430","DLH422  ","KBOS","3c4ad9","718","2022-05-19 21:21:01.68","EDDF","Germany","2022-05-19 21:21:01.68","false",""
"reg: D-ABTL, hex: 3C4A8C, airline: Lufthansa, model: B747-430","DLH464  ","KMCO","3c4a8c","719","2022-05-19 21:21:01.681","EDDF","Germany","2022-05-19 21:21:01.681","false",""
"reg: D-ABVZ, hex: 3C4ADA, airline: Lufthansa, model: B747-430","DLH754  ","VOBL","3c4ada","720","2022-05-19 21:21:01.68","EDDF","Germany","2022-05-19 21:21:01.68","false",""
